Chat Session,Message Date,Delivered Date,Read Date,Service,Type,Sender ID,Sender Name,Status,Subject,Text,Attachment,Attachment type
🍍Pinnacle Crew Jobs 🔨💰,2021-09-26 13:53:44,,2021-09-26 13:53:52,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,I have tried already. The client wanted 6 crew and I could only get them 3 ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-09-28 12:00:01,,,SMS,Outgoing,,,Sent,,Yes I can ! ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-09-28 12:00:23,,2021-09-28 12:00:24,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"Thank you, please reply with job numbers buddy :) ",,
🍍Pinnacle Crew Jobs 🔨💰,2021-09-28 12:01:28,,,SMS,Outgoing,,,Sent,,Confrim for 58474-6,,
🍍Pinnacle Crew Jobs 🔨💰,2021-09-30 10:57:43,,,SMS,Outgoing,,,Sent,,OK,,
🍍Pinnacle Crew Jobs 🔨💰,2021-09-30 10:57:53,,2021-09-30 10:57:53,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Thank you ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-09-30 12:20:08,,,SMS,Outgoing,,,Sent,,OK,,
🍍Pinnacle Crew Jobs 🔨💰,2021-09-30 13:07:30,,,SMS,Outgoing,,,Sent,,"naah, Mon I have lecture at uni ",,
🍍Pinnacle Crew Jobs 🔨💰,2021-09-30 13:12:31,,2021-09-30 13:18:17,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"OK, want me to book you off for the whole day?",,
🍍Pinnacle Crew Jobs 🔨💰,2021-09-30 13:19:04,,,SMS,Outgoing,,,Sent,,For mon book me off ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-09-30 13:19:27,,,SMS,Outgoing,,,Sent,,Confirm for 58734-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-09-30 13:30:32,,2021-09-30 13:33:01,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,will do ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-09-30 16:01:38,,2021-09-30 16:01:53,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"Alright no worries, you are booked off, just checking! ",,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-01 16:52:17,,2021-10-01 17:00:16,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"No worries, this one has been sorted now",,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-05 09:29:46,,,SMS,Outgoing,,,Sent,,"I can't, Wed I have lecture at uni. ",,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-05 09:30:06,,2021-10-05 09:30:06,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Alright no worries will book you off ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-05 10:21:02,,,SMS,Outgoing,,,Sent,,Long shift ??,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-05 10:22:57,,,SMS,Outgoing,,,Sent,,It's ok for the 4h,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-05 14:48:38,,2021-10-05 15:03:35,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Do you think you could do this one?,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-05 15:04:47,,,SMS,Outgoing,,,Sent,,OK,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-06 09:37:59,,,SMS,Outgoing,,,Sent,,Noo I can't ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-06 09:42:07,,,SMS,Outgoing,,,Sent,,Weekend please,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-06 15:43:10,,,SMS,Outgoing,,,Sent,,Mon I have uni ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-06 15:43:36,,,SMS,Outgoing,,,Sent,,For tmr If you have quick job then yes please,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-06 15:44:38,,,SMS,Outgoing,,,Sent,,Tue I am free if you have something,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-07 14:46:51,,,SMS,Outgoing,,,Sent,,I can work on Sat ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-07 14:52:25,,,SMS,Outgoing,,,Sent,,OK,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-08 13:33:00,,2021-10-08 13:34:18,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,You up for some work this weekend Arkadius?,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-08 13:38:04,,,SMS,Outgoing,,,Sent,,I have for sat job 58784-1 I have sent ok . I can't work on sun ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-08 13:38:42,,2021-10-08 14:07:45,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,yeah sorry ignore that! ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-11 20:03:11,,,SMS,Outgoing,,,Sent,,Ok 58728-5,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-12 10:48:06,,,SMS,Outgoing,,,Sent,,ok 58851-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-12 14:32:55,,,SMS,Outgoing,,,Sent,,OK,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-13 14:52:39,,,SMS,Outgoing,,,Sent,,OK,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-13 14:54:49,,,SMS,Outgoing,,,Sent,,ok 58466-7,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-14 13:02:41,,,SMS,Outgoing,,,Sent,,Tmr I have uni ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-15 15:07:09,,2021-10-15 15:09:25,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,boys please get back to me on those jobs i have sent you please trying to finish off weekend ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-15 15:09:44,,,SMS,Outgoing,,,Sent,,I can't work on Mon ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-17 11:48:44,,2021-10-17 11:49:03,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"Hello Team, please remember to take your Lateral Flow Tests for the Science Museum, The only evidence of a negative test result that will be accepted is the SMS or email crew will receive from the NHS confirming their negative COVID-19 status. They will send you this after you send your results to the GOV.UK Website, many thanks!",,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-17 11:53:58,,2021-10-17 11:54:08,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"Hello Team, please remember to take ID with you as well, this is standard, everyone should always have ID on them for all jobs please. ",,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-18 14:04:16,,,SMS,Outgoing,,,Sent,,OK,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-18 14:04:38,,,SMS,Outgoing,,,Sent,,OK 58855-2,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-19 11:00:09,,2021-10-19 11:39:47,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,keep you posted,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-19 12:01:15,,,SMS,Outgoing,,,Sent,,OK 58945-2,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-20 09:22:39,,,SMS,Outgoing,,,Sent,,I have sent ok for 58945-2,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-20 09:22:52,,,SMS,Outgoing,,,Sent,,So am I on it ?,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-20 09:23:02,,2021-10-20 09:23:03,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,yes,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-20 09:23:12,,,SMS,Outgoing,,,Sent,,Cool ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-25 14:30:33,,,SMS,Outgoing,,,Sent,,OK 58599-2,,
🍍Pinnacle Crew Jobs 🔨💰,2021-10-26 14:52:51,,,SMS,Outgoing,,,Sent,,OK 58586-2,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-01 10:14:03,,,SMS,Outgoing,,,Sent,,OK 59066-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-01 16:41:46,,,SMS,Outgoing,,,Sent,,"Nope, I am  going to school on Wed",,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-02 15:37:53,,,SMS,Outgoing,,,Sent,,OK 58955-2,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-02 15:39:41,,,SMS,Outgoing,,,Sent,,"I can't work tmr , I ve got school ",,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-02 15:40:03,,2021-11-02 15:40:04,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,16.00?,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-02 15:41:57,,,SMS,Outgoing,,,Sent,,Yeah I can't I have to focus on the assignments ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-02 15:42:25,,2021-11-02 15:56:53,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,i never did 😃,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-02 18:35:32,,2021-11-02 18:35:36,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,can you do this one before?,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-03 10:28:41,,2021-11-03 10:28:45,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,+£15 Night Time Supp  ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-03 10:31:16,,,SMS,Outgoing,,,Sent,,OK 59095-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-03 11:55:37,,,SMS,Outgoing,,,Sent,,Sorry I need Morning off,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-03 11:56:37,,2021-11-03 11:56:50,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Alright no worries ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-03 15:54:23,,,SMS,Outgoing,,,Sent,,noo sorry I can t,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-03 15:54:44,,2021-11-03 15:54:52,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,ok,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-04 13:03:32,,,SMS,Outgoing,,,Sent,,OK,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-04 14:27:08,,,SMS,Outgoing,,,Sent,,OK 58943-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-04 14:27:59,,2021-11-04 14:28:17,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"Actually just go straight to Busienss Design Center please Arkadius, dont worry about Guoman Tower Hotel please ",,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-04 15:11:12,,,SMS,Outgoing,,,Sent,,I am going to uni tmr,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-04 15:11:27,,2021-11-04 15:11:27,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Alright will book you off ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-05 16:09:38,,,SMS,Outgoing,,,Sent,,OK 58997-2,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-08 10:04:07,,,SMS,Outgoing,,,Sent,,OK 59156-2,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-08 21:42:27,,,SMS,Outgoing,,,Sent,,OK 58647-2,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-08 21:44:15,,,SMS,Outgoing,,,Sent,,Nope I can't. I am at uni that time.,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-08 21:44:28,,2021-11-08 21:44:28,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Alright no worries ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-11 16:42:17,,,SMS,Outgoing,,,Sent,,"Nope, uni ",,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-11 16:45:07,,2021-11-11 16:45:16,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,what days you free next week? ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-11 19:19:41,,2021-11-11 19:19:47,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Please stand down this has now been sorted. ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-11 21:23:55,,2021-11-11 21:24:05,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"Please stand down, this has now been sorted.",,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-12 18:51:49,,,SMS,Outgoing,,,Sent,,OK 59261-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-12 20:13:13,,,SMS,Outgoing,,,Sent,,👍,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-13 16:27:17,,,SMS,Outgoing,,,Sent,,OK 59233-3,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-13 16:28:48,,,SMS,Outgoing,,,Sent,,OK ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-13 16:50:19,,,SMS,Outgoing,,,Sent,,OK 59202-1 ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-13 16:58:57,,,SMS,Outgoing,,,Sent,,OK no worries,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-13 17:36:09,,,SMS,Outgoing,,,Sent,,OK 59260-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-13 18:14:28,,,SMS,Outgoing,,,Sent,,No I can't . Mon I will got o uni,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-15 14:01:36,,,SMS,Outgoing,,,Sent,,OK 59248-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-17 09:30:33,,,SMS,Outgoing,,,Sent,,If you still have that job I can work ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-17 09:48:50,,,SMS,Outgoing,,,Sent,,OK 59270-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-17 09:52:00,,2021-11-17 09:58:44,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,You can do both yeah?,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-17 10:00:19,,,SMS,Outgoing,,,Sent,,Can I do just the one in the morning ? ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-17 10:01:22,,2021-11-17 10:01:39,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,We need to have the same crew on both shifts please mate ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-17 10:01:49,,,SMS,Outgoing,,,Sent,,Ok I will do both ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-17 10:12:34,,2021-11-17 10:13:20,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Thank you ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-17 11:42:02,,,SMS,Outgoing,,,Sent,,OK 59317-1 & 59310-2,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-17 11:42:39,,2021-11-17 11:56:00,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,THank you ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-17 13:16:22,,,SMS,Outgoing,,,Sent,,OK 59310-2,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-18 09:44:30,,,SMS,Outgoing,,,Sent,,OK 59301-3,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-18 12:11:11,,2021-11-18 12:35:26,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,can you work Sat mate 09.30?,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-18 12:35:33,,,SMS,Outgoing,,,Sent,,Yes I can ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-18 12:42:43,,2021-11-18 12:42:53,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,ok mate just sorting ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-19 11:02:15,,2021-11-19 11:02:20,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"dont worry this has now been sorted 
",,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-19 13:23:12,,,SMS,Outgoing,,,Sent,,OK 59289-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-22 09:21:56,,,SMS,Outgoing,,,Sent,,OK 59206-2,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-22 15:20:11,,,SMS,Outgoing,,,Sent,,OK 59215-2,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-22 17:07:18,,,SMS,Outgoing,,,Sent,,OK 59206-2,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-23 17:40:12,,2021-11-23 17:54:16,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Guys are you onsite where are you? ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-23 17:54:43,,,SMS,Outgoing,,,Sent,,Yes we are ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-23 17:55:08,,2021-11-23 17:55:48,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Thank you ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-24 09:11:44,,,SMS,Outgoing,,,Sent,,Nope,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-24 14:56:38,,2021-11-24 14:58:52,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,can anyone get to the Excel asap guys?,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-25 11:03:07,,,SMS,Outgoing,,,Sent,,I can't . Uni,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-25 14:34:50,,,SMS,Outgoing,,,Sent,,OK 59434-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-25 15:41:14,,,SMS,Outgoing,,,Sent,,OK 59430-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-25 15:41:27,,2021-11-25 15:41:27,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,good man ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-25 16:28:47,,2021-11-25 16:28:56,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,do you want another sat after that one?,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-25 16:29:22,,,SMS,Outgoing,,,Sent,,"Nah, I am alright",,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-26 10:34:55,,,SMS,Outgoing,,,Sent,,I didn't accept that job. I had  59430-1  so ?,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-26 10:38:16,,2021-11-26 10:38:26,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"we seem to have missing text, what hours can you work sat, can you do the 07.00 for 4hrs and then the 12.30 for 4hrs so same in total?",,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-26 10:38:50,,,SMS,Outgoing,,,Sent,,OK ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-26 10:45:06,,2021-11-26 10:45:06,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,thank you ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-27 08:52:46,,,SMS,Outgoing,,,Sent,,Nope,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-28 12:50:33,,,SMS,Outgoing,,,Sent,,ok I will,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-29 15:26:11,,,SMS,Outgoing,,,Sent,,OK 59362-2,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-29 16:39:39,,,SMS,Outgoing,,,Sent,,OK 59480-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-29 21:56:58,,,SMS,Outgoing,,,Sent,,I have accepted this one,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-30 10:20:45,,,SMS,Outgoing,,,Sent,,OK 59429-3,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-30 12:10:22,,,SMS,Outgoing,,,Sent,,I can't do tmr ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-30 12:11:04,,2021-11-30 12:11:20,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,If you cant its fine ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-30 12:11:49,,,SMS,Outgoing,,,Sent,,I haven't accepted that job ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-30 12:12:07,,2021-11-30 12:12:16,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Alright no worries ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-30 12:12:34,,,SMS,Outgoing,,,Sent,,The thing is that I am not working days when I have uni ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-30 12:12:52,,2021-11-30 13:19:25,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,yes no worries Arkadius ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-11-30 15:33:20,,2021-11-30 15:36:33,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Arkadius can you please ask Jacob and Linas to check their phones,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-01 09:45:43,,,SMS,Outgoing,,,Sent,,OK 59505-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-01 09:47:34,,2021-12-01 09:47:41,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"Can you do both? Extra +£15 night supp on the 2nd one, will be a quick job ",,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-01 09:47:55,,,SMS,Outgoing,,,Sent,,OK ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-01 09:48:08,,,SMS,Outgoing,,,Sent,,I will do both ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-01 09:49:09,,2021-12-01 09:50:45,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Beautiful! ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-01 16:14:21,,2021-12-01 16:40:46,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Dont Worry This one has now been sorted ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-02 22:17:17,,,SMS,Outgoing,,,Sent,,OK 59537-3,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-03 09:24:38,,,SMS,Outgoing,,,Sent,,OK 59538-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-03 10:46:25,,2021-12-03 10:55:25,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,morning,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-03 11:49:40,,2021-12-03 11:55:55,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,whats your availability next week ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-03 11:57:46,,,SMS,Outgoing,,,Sent,,Naah tmr I can't. ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-03 11:58:02,,2021-12-03 12:04:45,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Alright will book you off now ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-03 12:02:36,,2021-12-03 12:04:45,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,+£15 Night Shift ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-07 09:36:16,,,SMS,Outgoing,,,Sent,,"naah, tmr uni",,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-07 11:11:09,,2021-12-07 11:11:41,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,i have a 2 hour from 16;00 if you free and you like ? ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-07 17:14:22,,,SMS,Outgoing,,,Sent,,OK 59583-2,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-09 19:29:22,,,SMS,Outgoing,,,Sent,,OK 59601-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-09 21:27:45,,,SMS,Outgoing,,,Sent,,OK 59605-1,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-09 21:28:57,,2021-12-09 21:31:05,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Thanks! ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-11 12:36:14,,2021-12-11 12:37:32,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Tongiht has been sorted now no worries. ,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-14 13:23:21,,,SMS,Outgoing,,,Sent,,What time ?,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-14 13:24:55,,2021-12-14 13:24:55,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,if something comes in will send you for around that time,,
🍍Pinnacle Crew Jobs 🔨💰,2021-12-17 11:27:43,,,SMS,Outgoing,,,Sent,,OK 59629-2,,
🍍Pinnacle Crew Jobs 🔨💰,2022-01-05 14:20:17,,2022-01-05 14:20:35,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Are you available 11th-14th for a job away in leicester with 11 other crewman? ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-01-05 14:20:59,,,SMS,Outgoing,,,Sent,,Yeah sure ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-01-05 14:22:57,,2022-01-05 14:22:57,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,You ok with heavy structures work? ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-01-05 14:24:49,,,SMS,Outgoing,,,Sent,,Yes,,
🍍Pinnacle Crew Jobs 🔨💰,2022-01-05 14:28:42,,,SMS,Outgoing,,,Sent,,Yeah ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-01-06 11:46:01,,2022-01-06 12:11:16,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,hello guys do you need any uniform i will be on the De Boer job with you and will bring up some uniform . Brad ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-01-06 12:13:35,,,SMS,Outgoing,,,Sent,,Would be nice to get some jacket or hoodie size M. ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-01-07 18:56:36,,,SMS,Outgoing,,,Sent,,Sure ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-01-07 18:58:14,,2022-01-07 18:58:20,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Thanks just getting a 2nd crewman and will send the crew list ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-01-07 18:58:28,,,SMS,Outgoing,,,Sent,,OK,,
🍍Pinnacle Crew Jobs 🔨💰,2022-01-07 19:46:14,,2022-01-07 19:46:32,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"Please don't be late for this one guys, we've had some problems with crew being late for this client is the past, many thanks! ",,
